ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Grand Teton NP,grte,National Park,Intermountain ,WY,2022,11,33348,69971,100258,69971,0,0,0,0,11,0,0,,,,,,2022,2806223,1536763,20885529,1536763,196981,402336,0,0,40010,0,0
Grand Teton NP,grte,National Park,Intermountain ,WY,2022,12,47200,122614,143608,122614,103,0,0,0,0,0,0,,,,,,2022,2806223,1536763,20885529,1536763,196981,402336,0,0,40010,0,0
Great Basin NP,grba,National Park,Pacific West ,NV,2022,1,2673,100,9334,100,0,0,24,91,7,0,0,,,,,,2022,142115,1200,1569574,600,0,0,23091,24433,316,0,2021
Great Basin NP,grba,National Park,Pacific West ,NV,2022,2,3061,100,10922,100,0,0,49,102,1,0,0,,,,,,2022,142115,1200,1569574,600,0,0,23091,24433,316,0,2021
Great Basin NP,grba,National Park,Pacific West ,NV,2022,3,4114,100,30990,100,0,0,214,578,5,0,0,,,,,,2022,142115,1200,1569574,600,0,0,23091,24433,316,0,2021
Great Basin NP,grba,National Park,Pacific West ,NV,2022,4,9416,100,38553,100,0,0,438,164,7,0,0,,,,,,2022,142115,1200,1569574,600,0,0,23091,24433,316,0,2021
Great Basin NP,grba,National Park,Pacific West ,NV,2022,5,15517,100,199436,100,0,0,2632,3916,19,0,120,,,,,,2022,142115,1200,1569574,600,0,0,23091,24433,316,0,2021
Great Basin NP,grba,National Park,Pacific West ,NV,2022,6,24829,100,276136,100,0,0,4518,3661,103,0,530,,,,,,2022,142115,1200,1569574,600,0,0,23091,24433,316,0,2021
Great Basin NP,grba,National Park,Pacific West ,NV,2022,7,18648,100,306640,100,0,0,5260,4585,65,0,628,,,,,,2022,142115,1200,1569574,600,0,0,23091,24433,316,0,2021
Great Basin NP,grba,National Park,Pacific West ,NV,2022,8,19705,100,269364,100,0,0,4256,4228,48,0,307,,,,,,2022,142115,1200,1569574,600,0,0,23091,24433,316,0,2021
Great Basin NP,grba,National Park,Pacific West ,NV,2022,9,25092,100,264609,100,0,0,3902,4196,49,0,391,,,,,,2022,142115,1200,1569574,600,0,0,23091,24433,316,0,2021
Great Basin NP,grba,National Park,Pacific West ,NV,2022,10,15358,100,148254,100,0,0,1704,2786,6,0,45,,,,,,2022,142115,1200,1569574,600,0,0,23091,24433,316,0,2021
Great Basin NP,grba,National Park,Pacific West ,NV,2022,11,2521,100,10911,100,0,0,80,94,4,0,0,,,,,,2022,142115,1200,1569574,600,0,0,23091,24433,316,0,2021
Great Basin NP,grba,National Park,Pacific West ,NV,2022,12,1181,100,4425,100,0,0,14,32,2,0,0,,,,,,2022,142115,1200,1569574,600,0,0,23091,24433,316,0,2021
Great Sand Dunes NP & PRES,grsa,National Park,Intermountain ,CO,2022,1,6013,35,12661,35,0,0,0,0,46,0,0,,,,,,2022,493428,470,2868107,470,0,0,31799,25137,10274,0,8279
Great Sand Dunes NP & PRES,grsa,National Park,Intermountain ,CO,2022,2,8459,35,17567,35,0,0,0,0,47,0,0,,,,,,2022,493428,470,2868107,470,0,0,31799,25137,10274,0,8279
Great Sand Dunes NP & PRES,grsa,National Park,Intermountain ,CO,2022,3,27374,35,58751,35,0,0,0,0,290,0,0,,,,,,2022,493428,470,2868107,470,0,0,31799,25137,10274,0,8279
Great Sand Dunes NP & PRES,grsa,National Park,Intermountain ,CO,2022,4,30117,35,184347,35,0,0,3227,4029,819,0,918,,,,,,2022,493428,470,2868107,470,0,0,31799,25137,10274,0,8279
Great Sand Dunes NP & PRES,grsa,National Park,Intermountain ,CO,2022,5,70542,45,455102,45,0,0,3878,4287,1937,0,917,,,,,,2022,493428,470,2868107,470,0,0,31799,25137,10274,0,8279
Great Sand Dunes NP & PRES,grsa,National Park,Intermountain ,CO,2022,6,87842,45,526259,45,0,0,4798,3693,2090,0,1720,,,,,,2022,493428,470,2868107,470,0,0,31799,25137,10274,0,8279
Great Sand Dunes NP & PRES,grsa,National Park,Intermountain ,CO,2022,7,85479,45,523657,45,0,0,5234,3538,1582,0,2022,,,,,,2022,493428,470,2868107,470,0,0,31799,25137,10274,0,8279
Great Sand Dunes NP & PRES,grsa,National Park,Intermountain ,CO,2022,8,64944,45,441395,45,0,0,5709,2861,1282,0,1078,,,,,,2022,493428,470,2868107,470,0,0,31799,25137,10274,0,8279
Great Sand Dunes NP & PRES,grsa,National Park,Intermountain ,CO,2022,9,51502,45,401841,45,0,0,5092,3406,1165,0,823,,,,,,2022,493428,470,2868107,470,0,0,31799,25137,10274,0,8279
Great Sand Dunes NP & PRES,grsa,National Park,Intermountain ,CO,2022,10,40677,35,202795,35,0,0,3861,3323,815,0,801,,,,,,2022,493428,470,2868107,470,0,0,31799,25137,10274,0,8279
Great Sand Dunes NP & PRES,grsa,National Park,Intermountain ,CO,2022,11,13024,35,28187,35,0,0,0,0,155,0,0,,,,,,2022,493428,470,2868107,470,0,0,31799,25137,10274,0,8279
Great Sand Dunes NP & PRES,grsa,National Park,Intermountain ,CO,2022,12,7455,35,15545,35,0,0,0,0,46,0,0,,,,,,2022,493428,470,2868107,470,0,0,31799,25137,10274,0,8279
Great Smoky Mountains NP,grsm,National Park,Southeast ,TN,2022,1,409267,686000,2794985,686000,0,0,695,427,1433,0,0,,,,,,2022,12937633,10832000,96000691,5416000,10461,0,213092,158750,96762,0,38637
Great Smoky Mountains NP,grsm,National Park,Southeast ,TN,2022,2,536592,701000,3667355,701000,0,0,1010,629,1873,0,0,,,,,,2022,12937633,10832000,96000691,5416000,10461,0,213092,158750,96762,0,38637
Great Smoky Mountains NP,grsm,National Park,Southeast ,TN,2022,3,878917,920000,6323490,920000,360,0,7980,4151,10530,0,817,,,,,,2022,12937633,10832000,96000691,5416000,10461,0,213092,158750,96762,0,38637
Great Smoky Mountains NP,grsm,National Park,Southeast ,TN,2022,4,1014878,870000,7635990,870000,1231,0,14540,11637,16509,0,2712,,,,,,2022,12937633,10832000,96000691,5416000,10461,0,213092,158750,96762,0,38637
Great Smoky Mountains NP,grsm,National Park,Southeast ,TN,2022,5,1227558,805000,9471582,805000,1330,0,27559,20940,14755,0,5267,,,,,,2022,12937633,10832000,96000691,5416000,10461,0,213092,158750,96762,0,38637
Great Smoky Mountains NP,grsm,National Park,Southeast ,TN,2022,6,1486757,999000,11498774,999000,1432,0,40416,25475,11474,0,7361,,,,,,2022,12937633,10832000,96000691,5416000,10461,0,213092,158750,96762,0,38637
Great Smoky Mountains NP,grsm,National Park,Southeast ,TN,2022,7,1560696,1016000,11966661,1016000,1398,0,41223,26389,7770,0,7722,,,,,,2022,12937633,10832000,96000691,5416000,10461,0,213092,158750,96762,0,38637
Great Smoky Mountains NP,grsm,National Park,Southeast ,TN,2022,8,1266172,964000,9321047,964000,1277,0,20298,14479,6420,0,3947,,,,,,2022,12937633,10832000,96000691,5416000,10461,0,213092,158750,96762,0,38637
Great Smoky Mountains NP,grsm,National Park,Southeast ,TN,2022,9,1315818,994000,9816506,994000,1278,0,22482,19739,7311,0,4859,,,,,,2022,12937633,10832000,96000691,5416000,10461,0,213092,158750,96762,0,38637
Great Smoky Mountains NP,grsm,National Park,Southeast ,TN,2022,10,1624908,1239000,12215838,1239000,1382,0,28753,26117,11886,0,5945,,,,,,2022,12937633,10832000,96000691,5416000,10461,0,213092,158750,96762,0,38637
Great Smoky Mountains NP,grsm,National Park,Southeast ,TN,2022,11,945444,996000,6712765,996000,773,0,6725,7743,5288,0,7,,,,,,2022,12937633,10832000,96000691,5416000,10461,0,213092,158750,96762,0,38637
Great Smoky Mountains NP,grsm,National Park,Southeast ,TN,2022,12,670626,642000,4575698,642000,0,0,1411,1024,1513,0,0,,,,,,2022,12937633,10832000,96000691,5416000,10461,0,213092,158750,96762,0,38637
Guadalupe Mountains NP,gumo,National Park,Intermountain ,TX,2022,1,13329,120,42368,120,0,0,1280,883,90,0,180,,,,,,2022,219987,1440,612493,1440,0,0,17114,9607,1615,0,4263
Guadalupe Mountains NP,gumo,National Park,Intermountain ,TX,2022,2,14698,120,40988,120,0,0,1041,868,124,0,170,,,,,,2022,219987,1440,612493,1440,0,0,17114,9607,1615,0,4263
Guadalupe Mountains NP,gumo,National Park,Intermountain ,TX,2022,3,36310,120,92331,120,0,0,2267,1138,449,0,687,,,,,,2022,219987,1440,612493,1440,0,0,17114,9607,1615,0,4263
Guadalupe Mountains NP,gumo,National Park,Intermountain ,TX,2022,4,26643,120,72002,120,0,0,1957,1032,160,0,590,,,,,,2022,219987,1440,612493,1440,0,0,17114,9607,1615,0,4263
Guadalupe Mountains NP,gumo,National Park,Intermountain ,TX,2022,5,18145,120,54721,120,0,0,1771,899,0,0,523,,,,,,2022,219987,1440,612493,1440,0,0,17114,9607,1615,0,4263
Guadalupe Mountains NP,gumo,National Park,Intermountain ,TX,2022,6,10855,120,37307,120,0,0,1430,524,0,0,479,,,,,,2022,219987,1440,612493,1440,0,0,17114,9607,1615,0,4263
Guadalupe Mountains NP,gumo,National Park,Intermountain ,TX,2022,7,11908,120,27231,120,0,0,1017,375,14,0,79,,,,,,2022,219987,1440,612493,1440,0,0,17114,9607,1615,0,4263
Guadalupe Mountains NP,gumo,National Park,Intermountain ,TX,2022,8,9606,120,23524,120,0,0,822,233,32,0,172,,,,,,2022,219987,1440,612493,1440,0,0,17114,9607,1615,0,4263
Guadalupe Mountains NP,gumo,National Park,Intermountain ,TX,2022,9,14204,120,41428,120,0,0,972,880,101,0,283,,,,,,2022,219987,1440,612493,1440,0,0,17114,9607,1615,0,4263
Guadalupe Mountains NP,gumo,National Park,Intermountain ,TX,2022,10,23078,120,71397,120,0,0,1831,1042,243,0,533,,,,,,2022,219987,1440,612493,1440,0,0,17114,9607,1615,0,4263
Guadalupe Mountains NP,gumo,National Park,Intermountain ,TX,2022,11,20482,120,61412,120,0,0,1547,916,219,0,413,,,,,,2022,219987,1440,612493,1440,0,0,17114,9607,1615,0,4263
Guadalupe Mountains NP,gumo,National Park,Intermountain ,TX,2022,12,20729,120,47784,120,0,0,1179,817,183,0,154,,,,,,2022,219987,1440,612493,1440,0,0,17114,9607,1615,0,4263
Haleakala NP,hale,National Park,Pacific West ,HI,2022,1,71681,1680,177827,1680,0,0,546,0,603,0,287,,,,,,2022,1087616,20160,2918775,20160,0,0,20614,0,5604,0,4763
Haleakala NP,hale,National Park,Pacific West ,HI,2022,2,68985,1680,161490,1680,0,0,533,0,170,0,277,,,,,,2022,1087616,20160,2918775,20160,0,0,20614,0,5604,0,4763
Haleakala NP,hale,National Park,Pacific West ,HI,2022,3,83897,1680,204610,1680,0,0,1005,0,215,0,314,,,,,,2022,1087616,20160,2918775,20160,0,0,20614,0,5604,0,4763
Haleakala NP,hale,National Park,Pacific West ,HI,2022,4,89299,1680,221294,1680,0,0,1411,0,65,0,303,,,,,,2022,1087616,20160,2918775,20160,0,0,20614,0,5604,0,4763
Haleakala NP,hale,National Park,Pacific West ,HI,2022,5,93713,1680,253017,1680,0,0,2137,0,203,0,393,,,,,,2022,1087616,20160,2918775,20160,0,0,20614,0,5604,0,4763
Haleakala NP,hale,National Park,Pacific West ,HI,2022,6,97394,1680,262228,1680,0,0,2172,0,250,0,388,,,,,,2022,1087616,20160,2918775,20160,0,0,20614,0,5604,0,4763
Haleakala NP,hale,National Park,Pacific West ,HI,2022,7,104084,1680,288952,1680,0,0,2505,0,330,0,531,,,,,,2022,1087616,20160,2918775,20160,0,0,20614,0,5604,0,4763
Haleakala NP,hale,National Park,Pacific West ,HI,2022,8,106137,1680,301914,1680,0,0,2332,0,1062,0,341,,,,,,2022,1087616,20160,2918775,20160,0,0,20614,0,5604,0,4763
Haleakala NP,hale,National Park,Pacific West ,HI,2022,9,95674,1680,265868,1680,0,0,1892,0,732,0,481,,,,,,2022,1087616,20160,2918775,20160,0,0,20614,0,5604,0,4763
Haleakala NP,hale,National Park,Pacific West ,HI,2022,10,96761,1680,274809,1680,0,0,2118,0,732,0,537,,,,,,2022,1087616,20160,2918775,20160,0,0,20614,0,5604,0,4763
Haleakala NP,hale,National Park,Pacific West ,HI,2022,11,82116,1680,235175,1680,0,0,1940,0,532,0,484,,,,,,2022,1087616,20160,2918775,20160,0,0,20614,0,5604,0,4763
Haleakala NP,hale,National Park,Pacific West ,HI,2022,12,97875,1680,271591,1680,0,0,2023,0,710,0,427,,,,,,2022,1087616,20160,2918775,20160,0,0,20614,0,5604,0,4763
Hawaii Volcanoes NP,havo,National Park,Pacific West ,HI,2022,1,131878,148997,860366,148997,2483,525,189,10,589,0,6011,,,,,,2022,1580961,1890756,10412282,623949,34075,7516,936,152,4864,0,76756
Hawaii Volcanoes NP,havo,National Park,Pacific West ,HI,2022,2,124763,148497,807166,148497,2528,529,60,5,303,0,5571,,,,,,2022,1580961,1890756,10412282,623949,34075,7516,936,152,4864,0,76756
Hawaii Volcanoes NP,havo,National Park,Pacific West ,HI,2022,3,125348,158460,857583,158460,3018,609,85,14,721,0,6869,,,,,,2022,1580961,1890756,10412282,623949,34075,7516,936,152,4864,0,76756
Hawaii Volcanoes NP,havo,National Park,Pacific West ,HI,2022,4,117463,151979,762444,151979,2906,550,10,3,292,0,5048,,,,,,2022,1580961,1890756,10412282,623949,34075,7516,936,152,4864,0,76756
Hawaii Volcanoes NP,havo,National Park,Pacific West ,HI,2022,5,126309,147422,806440,147422,2690,447,50,10,415,0,5181,,,,,,2022,1580961,1890756,10412282,623949,34075,7516,936,152,4864,0,76756
Hawaii Volcanoes NP,havo,National Park,Pacific West ,HI,2022,6,140532,156883,967805,156883,3199,446,80,15,498,0,8751,,,,,,2022,1580961,1890756,10412282,623949,34075,7516,936,152,4864,0,76756
Hawaii Volcanoes NP,havo,National Park,Pacific West ,HI,2022,7,157966,164188,1039330,164188,3308,924,88,16,547,0,7554,,,,,,2022,1580961,1890756,10412282,623949,34075,7516,936,152,4864,0,76756
Hawaii Volcanoes NP,havo,National Park,Pacific West ,HI,2022,8,147497,189758,936060,189758,3156,764,82,15,274,0,5696,,,,,,2022,1580961,1890756,10412282,623949,34075,7516,936,152,4864,0,76756
Hawaii Volcanoes NP,havo,National Park,Pacific West ,HI,2022,9,118565,159010,796438,159010,2427,840,75,14,238,0,6535,,,,,,2022,1580961,1890756,10412282,623949,34075,7516,936,152,4864,0,76756
Hawaii Volcanoes NP,havo,National Park,Pacific West ,HI,2022,10,121585,156160,811476,156160,2732,669,73,16,214,0,6535,,,,,,2022,1580961,1890756,10412282,623949,34075,7516,936,152,4864,0,76756
Hawaii Volcanoes NP,havo,National Park,Pacific West ,HI,2022,11,133092,151114,851266,151114,2754,603,72,17,403,0,5371,,,,,,2022,1580961,1890756,10412282,623949,34075,7516,936,152,4864,0,76756
Hawaii Volcanoes NP,havo,National Park,Pacific West ,HI,2022,12,135963,158288,915908,158288,2874,610,72,17,370,0,7634,,,,,,2022,1580961,1890756,10412282,623949,34075,7516,936,152,4864,0,76756
Hot Springs NP,hosp,National Park,Midwest ,AR,2022,1,152015,12443,439158,12443,0,0,100,2400,0,0,0,,,,,,2022,2646133,150800,7501578,171912,0,0,633,35741,0,0,0
Hot Springs NP,hosp,National Park,Midwest ,AR,2022,2,240294,12312,664331,12312,0,0,13,2446,0,0,0,,,,,,2022,2646133,150800,7501578,171912,0,0,633,35741,0,0,0
Hot Springs NP,hosp,National Park,Midwest ,AR,2022,3,286198,12371,800907,12371,0,0,79,3333,0,0,0,,,,,,2022,2646133,150800,7501578,171912,0,0,633,35741,0,0,0
Hot Springs NP,hosp,National Park,Midwest ,AR,2022,4,290655,12405,799916,12405,0,0,0,2792,0,0,0,,,,,,2022,2646133,150800,7501578,171912,0,0,633,35741,0,0,0
Hot Springs NP,hosp,National Park,Midwest ,AR,2022,5,219394,12447,622949,12447,0,0,0,3065,0,0,0,,,,,,2022,2646133,150800,7501578,171912,0,0,633,35741,0,0,0
Hot Springs NP,hosp,National Park,Midwest ,AR,2022,6,314623,12848,870494,12848,0,0,70,3183,0,0,0,,,,,,2022,2646133,150800,7501578,171912,0,0,633,35741,0,0,0
Hot Springs NP,hosp,National Park,Midwest ,AR,2022,7,224339,12668,649527,12668,0,0,0,3761,0,0,0,,,,,,2022,2646133,150800,7501578,171912,0,0,633,35741,0,0,0
Hot Springs NP,hosp,National Park,Midwest ,AR,2022,8,121300,12362,359168,12362,0,0,0,2432,0,0,0,,,,,,2022,2646133,150800,7501578,171912,0,0,633,35741,0,0,0
Hot Springs NP,hosp,National Park,Midwest ,AR,2022,9,112049,12396,353686,12396,0,0,0,3342,0,0,0,,,,,,2022,2646133,150800,7501578,171912,0,0,633,35741,0,0,0
Hot Springs NP,hosp,National Park,Midwest ,AR,2022,10,231618,12587,641603,12587,0,0,0,2433,0,0,0,,,,,,2022,2646133,150800,7501578,171912,0,0,633,35741,0,0,0
Hot Springs NP,hosp,National Park,Midwest ,AR,2022,11,251837,12832,716822,12832,0,0,329,3277,0,0,0,,,,,,2022,2646133,150800,7501578,171912,0,0,633,35741,0,0,0
Hot Springs NP,hosp,National Park,Midwest ,AR,2022,12,201811,13129,583017,13129,0,0,42,3277,0,0,0,,,,,,2022,2646133,150800,7501578,171912,0,0,633,35741,0,0,0
Indiana Dunes NP,indu,National Park,Midwest ,IN,2022,1,71633,335,143266,335,0,0,0,0,0,0,0,,,,,,2022,2834180,3943,7755716,1968,0,0,22460,11039,0,0,0
Indiana Dunes NP,indu,National Park,Midwest ,IN,2022,2,74372,302,148743,302,0,0,0,0,0,0,0,,,,,,2022,2834180,3943,7755716,1968,0,0,22460,11039,0,0,0
Indiana Dunes NP,indu,National Park,Midwest ,IN,2022,3,127431,335,254863,335,0,0,0,0,0,0,0,,,,,,2022,2834180,3943,7755716,1968,0,0,22460,11039,0,0,0
Indiana Dunes NP,indu,National Park,Midwest ,IN,2022,4,141437,324,313062,324,0,0,1008,670,0,0,0,,,,,,2022,2834180,3943,7755716,1968,0,0,22460,11039,0,0,0
Indiana Dunes NP,indu,National Park,Midwest ,IN,2022,5,234403,335,551558,335,0,0,2796,1801,0,0,0,,,,,,2022,2834180,3943,7755716,1968,0,0,22460,11039,0,0,0
Indiana Dunes NP,indu,National Park,Midwest ,IN,2022,6,438727,324,1435202,324,0,0,4582,2030,0,0,0,,,,,,2022,2834180,3943,7755716,1968,0,0,22460,11039,0,0,0
Indiana Dunes NP,indu,National Park,Midwest ,IN,2022,7,575495,335,1833008,335,0,0,4331,1587,0,0,0,,,,,,2022,2834180,3943,7755716,1968,0,0,22460,11039,0,0,0
Indiana Dunes NP,indu,National Park,Midwest ,IN,2022,8,470160,335,1529055,335,0,0,4588,2000,0,0,0,,,,,,2022,2834180,3943,7755716,1968,0,0,22460,11039,0,0,0
Indiana Dunes NP,indu,National Park,Midwest ,IN,2022,9,271515,324,632589,324,0,0,3146,1829,0,0,0,,,,,,2022,2834180,3943,7755716,1968,0,0,22460,11039,0,0,0
Indiana Dunes NP,indu,National Park,Midwest ,IN,2022,10,232067,335,520491,335,0,0,2009,1122,0,0,0,,,,,,2022,2834180,3943,7755716,1968,0,0,22460,11039,0,0,0
Indiana Dunes NP,indu,National Park,Midwest ,IN,2022,11,108278,324,216556,324,0,0,0,0,0,0,0,,,,,,2022,2834180,3943,7755716,1968,0,0,22460,11039,0,0,0
Indiana Dunes NP,indu,National Park,Midwest ,IN,2022,12,88662,335,177323,335,0,0,0,0,0,0,0,,,,,,2022,2834180,3943,7755716,1968,0,0,22460,11039,0,0,0
Isle Royale NP,isro,National Park,Midwest ,MI,2022,1,0,9,0,9,0,0,0,0,0,63,0,,,,,,2022,25454,122,1404008,46928,11119,217,6201,0,27619,1954,12003
Isle Royale NP,isro,National Park,Midwest ,MI,2022,2,0,6,0,6,0,0,0,0,0,204,0,,,,,,2022,25454,122,1404008,46928,11119,217,6201,0,27619,1954,12003
Isle Royale NP,isro,National Park,Midwest ,MI,2022,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,2022,25454,122,1404008,46928,11119,217,6201,0,27619,1954,12003
Isle Royale NP,isro,National Park,Midwest ,MI,2022,4,37,0,37,0,0,0,0,0,0,0,0,,,,,,2022,25454,122,1404008,46928,11119,217,6201,0,27619,1954,12003
Isle Royale NP,isro,National Park,Midwest ,MI,2022,5,1206,28,64292,28,119,0,360,0,1897,385,252,,,,,,2022,25454,122,1404008,46928,11119,217,6201,0,27619,1954,12003
Isle Royale NP,isro,National Park,Midwest ,MI,2022,6,5224,30,290746,30,2527,34,1291,0,5742,350,2238,,,,,,2022,25454,122,1404008,46928,11119,217,6201,0,27619,1954,12003
Isle Royale NP,isro,National Park,Midwest ,MI,2022,7,7938,26,400207,26,3238,96,1496,0,6456,340,4906,,,,,,2022,25454,122,1404008,46928,11119,217,6201,0,27619,1954,12003
Isle Royale NP,isro,National Park,Midwest ,MI,2022,8,7981,23,492168,23,4175,79,2120,0,9741,332,3983,,,,,,2022,25454,122,1404008,46928,11119,217,6201,0,27619,1954,12003
Isle Royale NP,isro,National Park,Midwest ,MI,2022,9,2849,0,156161,0,1060,8,928,0,3781,240,624,,,,,,2022,25454,122,1404008,46928,11119,217,6201,0,27619,1954,12003
Isle Royale NP,isro,National Park,Midwest ,MI,2022,10,219,0,397,0,0,0,6,0,2,40,0,,,,,,2022,25454,122,1404008,46928,11119,217,6201,0,27619,1954,12003
Isle Royale NP,isro,National Park,Midwest ,MI,2022,11,0,0,0,0,0,0,0,0,0,0,0,,,,,,2022,25454,122,1404008,46928,11119,217,6201,0,27619,1954,12003
Isle Royale NP,isro,National Park,Midwest ,MI,2022,12,0,0,0,0,0,0,0,0,0,0,0,,,,,,2022,25454,122,1404008,46928,11119,217,6201,0,27619,1954,12003
Joshua Tree NP,jotr,National Park,Pacific West ,CA,2022,1,277128,1068,1770222,1068,0,0,20684,14019,1173,0,3315,,,,,,2022,3058294,11329,18387207,11329,0,0,211452,97494,12591,0,74494
Joshua Tree NP,jotr,National Park,Pacific West ,CA,2022,2,302834,1050,1840643,1050,0,0,20288,13683,1820,0,7439,,,,,,2022,3058294,11329,18387207,11329,0,0,211452,97494,12591,0,74494
Joshua Tree NP,jotr,National Park,Pacific West ,CA,2022,3,431849,1537,2558590,1537,0,0,29156,13968,3487,0,10163,,,,,,2022,3058294,11329,18387207,11329,0,0,211452,97494,12591,0,74494
Joshua Tree NP,jotr,National Park,Pacific West ,CA,2022,4,358701,1280,2175324,1280,0,0,28560,10473,1664,0,8817,,,,,,2022,3058294,11329,18387207,11329,0,0,211452,97494,12591,0,74494
Joshua Tree NP,jotr,National Park,Pacific West ,CA,2022,5,228627,852,1534195,852,0,0,23608,7245,569,0,5712,,,,,,2022,3058294,11329,18387207,11329,0,0,211452,97494,12591,0,74494
Joshua Tree NP,jotr,National Park,Pacific West ,CA,2022,6,159177,617,865722,617,0,0,10184,2181,95,0,2540,,,,,,2022,3058294,11329,18387207,11329,0,0,211452,97494,12591,0,74494
Joshua Tree NP,jotr,National Park,Pacific West ,CA,2022,7,149070,576,722220,576,0,0,6264,1659,36,0,1837,,,,,,2022,3058294,11329,18387207,11329,0,0,211452,97494,12591,0,74494
Joshua Tree NP,jotr,National Park,Pacific West ,CA,2022,8,135137,516,663819,516,0,0,5732,2046,48,0,1760,,,,,,2022,3058294,11329,18387207,11329,0,0,211452,97494,12591,0,74494
Joshua Tree NP,jotr,National Park,Pacific West ,CA,2022,9,150533,571,823334,571,0,0,7740,2886,204,0,4053,,,,,,2022,3058294,11329,18387207,11329,0,0,211452,97494,12591,0,74494
Joshua Tree NP,jotr,National Park,Pacific West ,CA,2022,10,222629,812,1564515,812,0,0,21248,8181,728,0,10243,,,,,,2022,3058294,11329,18387207,11329,0,0,211452,97494,12591,0,74494
Joshua Tree NP,jotr,National Park,Pacific West ,CA,2022,11,316911,1217,1942454,1217,0,0,21844,9645,1468,0,8109,,,,,,2022,3058294,11329,18387207,11329,0,0,211452,97494,12591,0,74494
Joshua Tree NP,jotr,National Park,Pacific West ,CA,2022,12,325698,1233,1926169,1233,0,0,16144,11508,1299,0,10506,,,,,,2022,3058294,11329,18387207,11329,0,0,211452,97494,12591,0,74494
Katmai NP & PRES,katm,National Park,Alaska,AK,2022,1,20,0,124,0,0,0,0,0,0,0,0,,,,,,2022,33908,7536,595910,93884,4867,0,5812,0,5391,1965,0
Katmai NP & PRES,katm,National Park,Alaska,AK,2022,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,2022,33908,7536,595910,93884,4867,0,5812,0,5391,1965,0
Katmai NP & PRES,katm,National Park,Alaska,AK,2022,3,20,0,124,0,0,0,0,0,0,0,0,,,,,,2022,33908,7536,595910,93884,4867,0,5812,0,5391,1965,0
Katmai NP & PRES,katm,National Park,Alaska,AK,2022,4,20,0,124,0,0,0,0,0,0,0,0,,,,,,2022,33908,7536,595910,93884,4867,0,5812,0,5391,1965,0
Katmai NP & PRES,katm,National Park,Alaska,AK,2022,5,144,34,6893,34,0,0,99,0,151,104,0,,,,,,2022,33908,7536,595910,93884,4867,0,5812,0,5391,1965,0
Katmai NP & PRES,katm,National Park,Alaska,AK,2022,6,5089,1189,104680,1189,1193,0,891,0,963,292,0,,,,,,2022,33908,7536,595910,93884,4867,0,5812,0,5391,1965,0
Katmai NP & PRES,katm,National Park,Alaska,AK,2022,7,12600,2070,201888,2070,1504,0,1832,0,1821,665,0,,,,,,2022,33908,7536,595910,93884,4867,0,5812,0,5391,1965,0
Katmai NP & PRES,katm,National Park,Alaska,AK,2022,8,9991,2408,175584,2408,1363,0,1598,0,1774,650,0,,,,,,2022,33908,7536,595910,93884,4867,0,5812,0,5391,1965,0
Katmai NP & PRES,katm,National Park,Alaska,AK,2022,9,5734,1727,101647,1727,807,0,1302,0,645,236,0,,,,,,2022,33908,7536,595910,93884,4867,0,5812,0,5391,1965,0
Katmai NP & PRES,katm,National Park,Alaska,AK,2022,10,250,108,4598,108,0,0,90,0,37,18,0,,,,,,2022,33908,7536,595910,93884,4867,0,5812,0,5391,1965,0
Katmai NP & PRES,katm,National Park,Alaska,AK,2022,11,20,0,124,0,0,0,0,0,0,0,0,,,,,,2022,33908,7536,595910,93884,4867,0,5812,0,5391,1965,0
Katmai NP & PRES,katm,National Park,Alaska,AK,2022,12,20,0,124,0,0,0,0,0,0,0,0,,,,,,2022,33908,7536,595910,93884,4867,0,5812,0,5391,1965,0
Kenai Fjords NP,kefj,National Park,Alaska,AK,2022,1,22,0,255,0,0,0,0,0,0,0,10,,,,,,2022,389943,0,1368552,0,0,0,556,0,70,0,994
Kenai Fjords NP,kefj,National Park,Alaska,AK,2022,2,43,0,596,0,0,0,0,0,0,0,24,,,,,,2022,389943,0,1368552,0,0,0,556,0,70,0,994
Kenai Fjords NP,kefj,National Park,Alaska,AK,2022,3,78,0,1307,0,0,0,0,0,0,0,54,,,,,,2022,389943,0,1368552,0,0,0,556,0,70,0,994
Kenai Fjords NP,kefj,National Park,Alaska,AK,2022,4,429,0,2544,0,0,0,0,0,0,0,0,,,,,,2022,389943,0,1368552,0,0,0,556,0,70,0,994
Kenai Fjords NP,kefj,National Park,Alaska,AK,2022,5,31503,0,119618,0,0,0,10,0,0,0,11,,,,,,2022,389943,0,1368552,0,0,0,556,0,70,0,994
